Date,Open,High,Low,Close,"Adj Close",Volume,MA_50,BB_middle,BB_std,BB_upper,BB_lower,RSI
"2023-03-10 00:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 01:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 02:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 03:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 04:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 05:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 06:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 07:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 08:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 09:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 10:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 11:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 12:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 13:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 14:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 15:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 16:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 17:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 18:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 19:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 20:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 21:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 22:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-10 23:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 00:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 01:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 02:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 03:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 04:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 05:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 06:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 07:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 08:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 09:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 10:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 11:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 12:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 13:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 14:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 15:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 16:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 17:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 18:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 19:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 20:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 21:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 22:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-11 23:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 00:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 01:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 02:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 03:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 04:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 05:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 06:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
"2023-03-12 07:00:00",221.149994,222.199997,219.5,221.149994,220.042404,1662994,221.149994,221.149994,NULL,NULL,NULL,NULL
